zip	primary_city	acceptable_cities	unacceptable_cities	state	county
48135	Garden City			MI	Wayne County
48136	Garden City			MI	Wayne County
48137	Gregory		Unadilla, Williamsville	MI	Livingston County
48138	Grosse Ile		Hickory Isle	MI	Wayne County
48139	Hamburg			MI	Livingston County
48140	Ida			MI	Monroe County
48141	Inkster			MI	Wayne County
48143	Lakeland			MI	Livingston County
48144	Lambertville			MI	Monroe County
48145	La Salle			MI	Monroe County
48146	Lincoln Park			MI	Wayne County
48150	Livonia			MI	Wayne County
48151	Livonia			MI	Wayne County
48152	Livonia			MI	Wayne County
48153	Livonia			MI	Wayne County
48154	Livonia			MI	Wayne County
48157	Luna Pier			MI	Monroe County
48158	Manchester		Podunk, Sharon, Sharon Hollow	MI	Washtenaw County
48159	Maybee			MI	Monroe County
48160	Milan		Augusta Twp, Cone, London Twp, Milan Twp, Mooreville, Oakville, Stony Creek, York Twp	MI	Washtenaw County
48161	Monroe	Frenchtown, Raisinville Twp, Raisinvl Twp		MI	Monroe County
48162	Monroe			MI	Monroe County
48164	New Boston	Brownstown, Brownstown Township, Brownstown Twp, Brownstwn Twp	Huron Twp, Waltz, Willow	MI	Wayne County
48165	New Hudson			MI	Oakland County
48166	Newport			MI	Monroe County
48167	Northville	Northville Township, Northville Tw		MI	Oakland County
48168	Northville			MI	Wayne County
48169	Pinckney		Dexter Twp, Putnam Twp	MI	Livingston County
48170	Plymouth			MI	Wayne County
48173	Rockwood	Brownstown, Brownstown Township, Brownstwn Twp, Gibraltar	Brownstown Twp	MI	Wayne County
48174	Romulus	Brownstown, Brownstown Township, Brownstown Twp, Brownstwn Twp		MI	Wayne County
48175	Salem			MI	Washtenaw County
48176	Saline			MI	Washtenaw County
48177	Samaria			MI	Monroe County
48178	South Lyon			MI	Oakland County
48179	South Rockwood	S Rockwood		MI	Monroe County
48180	Taylor			MI	Wayne County
48182	Temperance			MI	Monroe County
48183	Trenton	Brownstown, Brownstown Township, Brownstown Twp, Brownstwn Twp, Woodhaven		MI	Wayne County
48184	Wayne		Canton, Westland	MI	Wayne County
48185	Westland			MI	Wayne County
48186	Westland			MI	Wayne County
48187	Canton		Canton Twp	MI	Wayne County
48188	Canton		Canton Twp	MI	Wayne County
48189	Whitmore Lake	Hamburg Twp	Hamburg, Northfield Twp	MI	Washtenaw County
48190	Whittaker			MI	Washtenaw County
48191	Willis			MI	Washtenaw County
48192	Wyandotte	Riverview		MI	Wayne County
48193	Riverview	Brownstown, Brownstown Township, Brownstown Twp, Brownstwn Twp, Wyandotte		MI	Wayne County
48195	Southgate			MI	Wayne County
48197	Ypsilanti		Rawsonville	MI	Washtenaw County
48198	Ypsilanti	Superior Township, Superior Twp	Willow Run	MI	Washtenaw County
48201	Detroit			MI	Wayne County
48202	Detroit			MI	Wayne County
48203	Highland Park	Detroit		MI	Wayne County
48204	Detroit			MI	Wayne County
48205	Detroit			MI	Wayne County
48206	Detroit			MI	Wayne County
48207	Detroit			MI	Wayne County
48208	Detroit			MI	Wayne County
48209	Detroit			MI	Wayne County
48210	Detroit			MI	Wayne County
48211	Detroit	Hamtramck		MI	Wayne County
48212	Hamtramck	Detroit		MI	Wayne County
48213	Detroit			MI	Wayne County
48214	Detroit			MI	Wayne County
48215	Detroit	Grosse Pointe, Grosse Pointe Park		MI	Wayne County
48216	Detroit			MI	Wayne County
48217	Detroit		Delray	MI	Wayne County
48218	River Rouge	Detroit		MI	Wayne County
48219	Detroit			MI	Wayne County
48220	Ferndale	Detroit	Royal Oak Twp	MI	Oakland County
48221	Detroit			MI	Wayne County
48222	Detroit		Detroit River Station	MI	Wayne County
48223	Detroit			MI	Wayne County
48224	Detroit	Grosse Pointe, Grosse Pointe Park		MI	Wayne County
48225	Harper Woods	Detroit		MI	Wayne County
48226	Detroit			MI	Wayne County
48227	Detroit			MI	Wayne County
48228	Detroit			MI	Wayne County
48229	Ecorse	Detroit		MI	Wayne County
48230	Grosse Pointe	Detroit, Grosse Pointe Farms, Grosse Pointe Park, Grosse Pointe Shores, Grosse Pointe Woods		MI	Wayne County
48231	Detroit			MI	Wayne County
48232	Detroit			MI	Wayne County
48233	Detroit			MI	Wayne County
48234	Detroit			MI	Wayne County
48235	Detroit			MI	Wayne County
48236	Grosse Pointe	Detroit, Grosse Pointe Farms, Grosse Pointe Park, Grosse Pointe Shores, Grosse Pointe Woods		MI	Wayne County
48237	Oak Park	Detroit		MI	Oakland County
48238	Detroit			MI	Wayne County
48239	Redford	Detroit	Redford Twp	MI	Wayne County
48240	Redford	Detroit	Redford Twp	MI	Wayne County
48242	Detroit			MI	Wayne County
48243	Detroit			MI	Wayne County
48244	Detroit			MI	Wayne County
48255	Detroit		Comerica	MI	Wayne County
48260	Detroit		Dte	MI	Wayne County
48264	Detroit		Comerica Incorporated	MI	Wayne County
48265	Detroit		General Motors	MI	Wayne County
48266	Detroit		Kelly Services Inc	MI	Wayne County
48267	Detroit		Comerica	MI	Wayne County
48268	Detroit		Dte Energy	MI	Wayne County
48269	Detroit		Dte Energy Brm	MI	Wayne County
48272	Detroit		Remittance Contest	MI	Wayne County
48275	Detroit		Comerica Incorporated	MI	Wayne County
48277	Detroit		Chase Bank	MI	Wayne County
48278	Detroit		Chase Bank	MI	Wayne County
48279	Detroit		Bank Of America	MI	Wayne County
48288	Detroit		Chrysler Corporation	MI	Wayne County
48301	Bloomfield Hills	Bloomfield, Bloomfield Township, Bloomfield Village, Bloomfld Hls, Bloomfld Twp	Bloomfield Twp	MI	Oakland County
48302	Bloomfield Hills	Bloomfield, Bloomfield Township, Bloomfld Hls, Bloomfld Twp	Bloomfield Twp	MI	Oakland County
48303	Bloomfield Hills	Bloomfield, Bloomfield Township, Bloomfield Twp, Bloomfld Hls, Bloomfld Twp		MI	Oakland County
48304	Bloomfield Hills	Bloomfield, Bloomfield Township, Bloomfld Hls, Bloomfld Twp	Bloomfield Twp	MI	Oakland County
48306	Rochester	Goodison, Oakland, Oakland Township, Oakland Twp, Rochester Hills, Rochester Hls		MI	Oakland County
48307	Rochester	Rochester Hills, Rochester Hls		MI	Oakland County
48308	Rochester		Rochester Hills	MI	Oakland County
48309	Rochester	Rochester Hills, Rochester Hls		MI	Oakland County
48310	Sterling Heights	Sterling Hts	St Heights	MI	Macomb County
48311	Sterling Heights	Sterling Hts	St Heights	MI	Macomb County
48312	Sterling Heights	Sterling Hts	St Heights	MI	Macomb County
48313	Sterling Heights	Sterling Hts	St Heights	MI	Macomb County
48314	Sterling Heights	Sterling Hts	St Heights	MI	Macomb County
48315	Utica	Shelby Township, Shelby Twp		MI	Macomb County
48316	Utica	Shelby Township, Shelby Twp		MI	Macomb County
48317	Utica	Shelby Township, Shelby Twp		MI	Macomb County
48318	Utica	Shelby Township, Shelby Twp		MI	Macomb County
48320	Keego Harbor	Sylvan Lake		MI	Oakland County
48321	Auburn Hills			MI	Oakland County
48322	West Bloomfield	W Bloomfield		MI	Oakland County
48323	West Bloomfield	Orchard Lake, W Bloomfield		MI	Oakland County
48324	West Bloomfield	Orchard Lake, W Bloomfield		MI	Oakland County
48325	West Bloomfield	W Bloomfield		MI	Oakland County
48326	Auburn Hills	Lake Angelus		MI	Oakland County
48327	Waterford		Waterford Township	MI	Oakland County
48328	Waterford		Waterford Township	MI	Oakland County
48329	Waterford	Waterford Township		MI	Oakland County
48330	Drayton Plains	Drayton Plns	Waterford	MI	Oakland County
48331	Farmington	Farmingtn Hls, Farmington Hills, Farmington Hls		MI	Oakland County
48332	Farmington	Farmingtn Hls, Farmington Hills, Farmington Hls		MI	Oakland County
48333	Farmington	Farmingtn Hls, Farmington Hills, Farmington Hls		MI	Oakland County
48334	Farmington	Farmingtn Hls, Farmington Hills, Farmington Hls		MI	Oakland County
48335	Farmington	Farmingtn Hls, Farmington Hills, Farmington Hls		MI	Oakland County
48336	Farmington	Farmingtn Hls, Farmington Hills, Farmington Hls		MI	Oakland County
48340	Pontiac	Mi Metro		MI	Oakland County
48341	Pontiac			MI	Oakland County
48342	Pontiac			MI	Oakland County
48343	Pontiac			MI	Oakland County
48346	Clarkston	Independence	Independence Twp	MI	Oakland County
48347	Clarkston			MI	Oakland County
48348	Clarkston	Independence	Independence Township, Independence Twp	MI	Oakland County
48350	Davisburg	Springfield Township, Springfld Twp		MI	Oakland County
48353	Hartland			MI	Livingston County
48356	Highland		Highland Twp	MI	Oakland County
48357	Highland		Highland Twp	MI	Oakland County
48359	Lake Orion	Orion	Orion Township	MI	Oakland County
48360	Lake Orion	Orion	Orion Township, Orion Twp	MI	Oakland County
48361	Lake Orion			MI	Oakland County
48362	Lake Orion	Orion	Orion Township, Orion Twp	MI	Oakland County
48363	Oakland		Oakland Township	MI	Oakland County
48366	Lakeville			MI	Oakland County
48367	Leonard	Addison Township, Addison Twp		MI	Oakland County
48370	Oxford			MI	Oakland County
48371	Oxford			MI	Oakland County
48374	Novi			MI	Oakland County
48375	Novi		Novi Township	MI	Oakland County
48376	Novi			MI	Oakland County
48377	Novi			MI	Oakland County
48380	Milford		Milford Twp	MI	Oakland County
48381	Milford		Milford Twp	MI	Oakland County
48382	Commerce Township	Commerce Twp	Commerce	MI	Oakland County
48383	White Lake			MI	Oakland County
48386	White Lake			MI	Oakland County
48387	Union Lake			MI	Oakland County
48390	Walled Lake	Commerce Township, Commerce Twp, Wolverine Lake, Wolverine Lk	Commerce	MI	Oakland County
48391	Walled Lake			MI	Oakland County
48393	Wixom			MI	Oakland County
48397	Warren		Us Army Tank-auto Command	MI	Macomb County
48401	Applegate			MI	Sanilac County
48410	Argyle			MI	Sanilac County
48411	Atlas			MI	Genesee County
48412	Attica	Lum		MI	Lapeer County
48413	Bad Axe			MI	Huron County
48414	Bancroft			MI	Shiawassee County
48415	Birch Run			MI	Saginaw County
48416	Brown City			MI	Sanilac County
48417	Burt			MI	Saginaw County
48418	Byron			MI	Shiawassee County
48419	Carsonville			MI	Sanilac County
48420	Clio			MI	Genesee County
48421	Columbiaville			MI	Lapeer County
48422	Croswell			MI	Sanilac County
48423	Davison			MI	Genesee County
48426	Decker			MI	Sanilac County
48427	Deckerville			MI	Sanilac County
48428	Dryden			MI	Lapeer County
48429	Durand	Vernon City		MI	Shiawassee County
48430	Fenton			MI	Genesee County
48432	Filion			MI	Huron County
48433	Flushing			MI	Genesee County
48434	Forestville			MI	Sanilac County
48435	Fostoria			MI	Tuscola County
48436	Gaines			MI	Genesee County
48437	Genesee			MI	Genesee County
48438	Goodrich			MI	Genesee County
48439	Grand Blanc		Gr Blanc	MI	Genesee County
48440	Hadley			MI	Lapeer County
48441	Harbor Beach			MI	Huron County
48442	Holly			MI	Oakland County
48444	Imlay City		Imlay	MI	Lapeer County
48445	Kinde			MI	Huron County
48446	Lapeer		Lake Nepessing	MI	Lapeer County
48449	Lennon			MI	Shiawassee County
48450	Lexington			MI	Sanilac County
48451	Linden			MI	Genesee County
48453	Marlette			MI	Sanilac County
48454	Melvin			MI	Sanilac County
48455	Metamora			MI	Lapeer County
48456	Minden City		Minden	MI	Sanilac County
48457	Montrose			MI	Genesee County
48458	Mount Morris			MI	Genesee County
48460	New Lothrop			MI	Shiawassee County
48461	North Branch			MI	Lapeer County
48462	Ortonville		Brandon	MI	Oakland County
48463	Otisville			MI	Genesee County
48464	Otter Lake			MI	Lapeer County
48465	Palms	Minden City		MI	Sanilac County
48466	Peck			MI	Sanilac County
48467	Port Austin		Grindstone City, Pointe Aux Barques	MI	Huron County
48468	Port Hope			MI	Huron County
48469	Port Sanilac			MI	Sanilac County
48470	Ruth			MI	Huron County
48471	Sandusky			MI	Sanilac County
48472	Snover			MI	Sanilac County
48473	Swartz Creek		Rankin	MI	Genesee County
48475	Ubly			MI	Huron County
48476	Vernon			MI	Shiawassee County
48480	Grand Blanc			MI	Genesee County
48501	Flint			MI	Genesee County
48502	Flint			MI	Genesee County
48503	Flint			MI	Genesee County
48504	Flint		Mott Park, Northwest	MI	Genesee County
48505	Flint			MI	Genesee County
48506	Flint		Northeast	MI	Genesee County
48507	Flint			MI	Genesee County
48509	Burton	Flint	Northeast	MI	Genesee County
48519	Burton	Flint	Southeast	MI	Genesee County
48529	Burton	Flint	Southeast	MI	Genesee County
48531	Flint		Northwest	MI	Genesee County
48532	Flint		Northwest	MI	Genesee County
48550	Flint		Buick City, Buick Oldsmobile Cadillac	MI	Genesee County
48551	Flint		Gm Truck And Bus	MI	Genesee County
48552	Flint		Chevrolet Pontiac Canada	MI	Genesee County
48553	Flint		Gm Truck And Bus	MI	Genesee County
48554	Flint		Gm Service Parts Operations	MI	Genesee County
48555	Flint		Delphi West	MI	Genesee County
48556	Flint		Delphi East	MI	Genesee County
48557	Flint		Gm Tech Center, Gm Vehicle Development Ctr	MI	Genesee County
48559	Flint		Fisher Body Boc	MI	Genesee County
48601	Saginaw			MI	Saginaw County
48602	Saginaw			MI	Saginaw County
48603	Saginaw			MI	Saginaw County
48604	Saginaw			MI	Saginaw County
48605	Saginaw			MI	Saginaw County
48606	Saginaw			MI	Saginaw County
48607	Saginaw			MI	Saginaw County
48608	Saginaw			MI	Saginaw County
48609	Saginaw			MI	Saginaw County
48610	Alger			MI	Arenac County
48611	Auburn			MI	Bay County
48612	Beaverton			MI	Gladwin County
48613	Bentley		Rhodes	MI	Bay County
48614	Brant			MI	Saginaw County
48615	Breckenridge			MI	Gratiot County
48616	Chesaning			MI	Saginaw County
48617	Clare			MI	Clare County
48618	Coleman			MI	Midland County
48619	Comins			MI	Oscoda County
48620	Edenville			MI	Midland County
48621	Fairview			MI	Oscoda County
48622	Farwell			MI	Clare County
48623	Freeland			MI	Saginaw County
48624	Gladwin			MI	Gladwin County
48625	Harrison			MI	Clare County
48626	Hemlock			MI	Saginaw County
48627	Higgins Lake			MI	Roscommon County
48628	Hope			MI	Midland County
48629	Houghton Lake			MI	Roscommon County
48630	Houghton Lake Heights	Hghtn Lk Hts, Htn Lk Hghts		MI	Roscommon County
48631	Kawkawlin			MI	Bay County
48632	Lake	Lake Station		MI	Clare County
48633	Lake George			MI	Clare County
48634	Linwood			MI	Bay County
48635	Lupton			MI	Ogemaw County
48636	Luzerne			MI	Oscoda County
48637	Merrill			MI	Saginaw County
48638	Saginaw		Boardwalk	MI	Saginaw County
48640	Midland			MI	Midland County
48641	Midland			MI	Midland County
48642	Midland			MI	Midland County
48647	Mio			MI	Oscoda County
48649	Oakley			MI	Saginaw County
48650	Pinconning			MI	Bay County
48651	Prudenville			MI	Roscommon County
48652	Rhodes			MI	Gladwin County
48653	Roscommon			MI	Roscommon County
48654	Rose City			MI	Ogemaw County
48655	Saint Charles			MI	Saginaw County
48656	Saint Helen			MI	Roscommon County
48657	Sanford			MI	Midland County
48658	Standish			MI	Arenac County
48659	Sterling			MI	Arenac County
48661	West Branch			MI	Ogemaw County
48662	Wheeler			MI	Gratiot County
48663	Saginaw		Ameritech, At&t	MI	Saginaw County
48667	Midland		Dow Chemical Mi Division	MI	Midland County
48670	Midland		Mid Michigan Reg Med Ctr, Midland Hospital Center	MI	Midland County
48674	Midland		Dow Chemical Usa	MI	Midland County
48686	Midland		Dow Corning Corporation	MI	Midland County
48701	Akron			MI	Tuscola County
48703	Au Gres			MI	Arenac County
48705	Barton City			MI	Alcona County
48706	Bay City			MI	Bay County
48707	Bay City			MI	Bay County
48708	Bay City			MI	Bay County
48710	University Center	Bay City, Univ Ctr	University Ctr	MI	Bay County
48720	Bay Port			MI	Huron County
48721	Black River			MI	Alcona County
48722	Bridgeport			MI	Saginaw County
48723	Caro			MI	Tuscola County
48724	Carrollton			MI	Saginaw County
48725	Caseville	Port Elizabeth, Pt Elizabeth		MI	Huron County
48726	Cass City			MI	Tuscola County
48727	Clifford			MI	Lapeer County
48728	Curran			MI	Alcona County
48729	Deford			MI	Tuscola County
48730	East Tawas			MI	Iosco County
48731	Elkton			MI	Huron County
48732	Essexville			MI	Bay County
48733	Fairgrove			MI	Tuscola County
48734	Frankenmuth			MI	Saginaw County
48735	Gagetown			MI	Tuscola County
48736	Gilford			MI	Tuscola County
48737	Glennie			MI	Alcona County
48738	Greenbush			MI	Alcona County
48739	Hale			MI	Iosco County
48740	Harrisville			MI	Alcona County
48741	Kingston			MI	Tuscola County
48742	Lincoln			MI	Alcona County
48743	Long Lake			MI	Iosco County
48744	Mayville			MI	Tuscola County
48745	Mikado			MI	Alcona County
48746	Millington			MI	Tuscola County
48747	Munger			MI	Bay County
48748	National City			MI	Iosco County
48749	Omer			MI	Arenac County
48750	Oscoda	Au Sable		MI	Iosco County
48754	Owendale			MI	Huron County
48755	Pigeon	Sand Point		MI	Huron County
48756	Prescott	Roos		MI	Ogemaw County
48757	Reese			MI	Tuscola County
48758	Richville			MI	Tuscola County
48759	Sebewaing			MI	Huron County
48760	Silverwood			MI	Tuscola County
48761	South Branch			MI	Iosco County
48762	Spruce			MI	Alcona County
48763	Tawas City	Alabaster		MI	Iosco County
48764	Tawas City			MI	Iosco County
48765	Turner			MI	Arenac County
48766	Twining			MI	Arenac County
48767	Unionville			MI	Tuscola County
48768	Vassar	Tuscola		MI	Tuscola County
48769	Vassar	Tuscola		MI	Tuscola County
48770	Whittemore			MI	Iosco County
48787	Frankenmuth		Frankenmuth Mutual Ins Co	MI	Saginaw County
48801	Alma			MI	Gratiot County
48802	Alma		Total Petroleum	MI	Gratiot County
48804	Mount Pleasant	Mt Pleasant		MI	Isabella County
48805	Okemos			MI	Ingham County
48806	Ashley			MI	Gratiot County
48807	Bannister			MI	Gratiot County
48808	Bath			MI	Clinton County
48809	Belding			MI	Ionia County
48811	Carson City			MI	Montcalm County
48812	Cedar Lake			MI	Montcalm County
48813	Charlotte			MI	Eaton County
48815	Clarksville			MI	Ionia County
48816	Cohoctah			MI	Livingston County
48817	Corunna			MI	Shiawassee County
48818	Crystal			MI	Montcalm County
48819	Dansville			MI	Ingham County
48820	Dewitt	De Witt		MI	Clinton County
48821	Dimondale			MI	Eaton County
48822	Eagle			MI	Clinton County
48823	East Lansing			MI	Ingham County
48824	East Lansing			MI	Ingham County
48825	East Lansing			MI	Ingham County
48826	East Lansing			MI	Ingham County
48827	Eaton Rapids			MI	Eaton County
48829	Edmore			MI	Montcalm County
48830	Elm Hall			MI	Gratiot County
48831	Elsie	Carland		MI	Clinton County
48832	Elwell			MI	Gratiot County
48833	Eureka			MI	Clinton County
48834	Fenwick			MI	Montcalm County
48835	Fowler			MI	Clinton County
48836	Fowlerville			MI	Livingston County
48837	Grand Ledge			MI	Eaton County
48838	Greenville			MI	Montcalm County
48840	Haslett			MI	Ingham County
48841	Henderson	Owosso		MI	Shiawassee County
48842	Holt			MI	Ingham County
48843	Howell			MI	Livingston County
48844	Howell			MI	Livingston County
48845	Hubbardston			MI	Ionia County
48846	Ionia			MI	Ionia County
48847	Ithaca			MI	Gratiot County
48848	Laingsburg			MI	Shiawassee County
48849	Lake Odessa			MI	Ionia County
48850	Lakeview			MI	Montcalm County
48851	Lyons			MI	Ionia County
48852	Mcbrides	Mcbride		MI	Montcalm County
48853	Maple Rapids			MI	Clinton County
48854	Mason			MI	Ingham County
48855	Howell			MI	Livingston County
48856	Middleton			MI	Gratiot County
48857	Morrice			MI	Shiawassee County
48858	Mount Pleasant	Mt Pleasant		MI	Isabella County
48859	Mount Pleasant	Mt Pleasant	Central Michigan University	MI	Isabella County
48860	Muir			MI	Ionia County
48861	Mulliken			MI	Eaton County
48862	North Star			MI	Gratiot County
48863	Howell	Pearces		MI	Livingston County
48864	Okemos			MI	Ingham County
48865	Orleans			MI	Ionia County
48866	Ovid			MI	Clinton County
48867	Owosso			MI	Shiawassee County
48870	Palo			MI	Ionia County
48871	Perrinton			MI	Gratiot County
48872	Perry			MI	Shiawassee County
48873	Pewamo			MI	Ionia County
48874	Pompeii			MI	Gratiot County
48875	Portland			MI	Ionia County
48876	Potterville			MI	Eaton County
48877	Riverdale			MI	Gratiot County
48878	Rosebush			MI	Isabella County
48879	Saint Johns			MI	Clinton County
48880	Saint Louis			MI	Gratiot County
48881	Saranac			MI	Ionia County
48882	Shaftsburg			MI	Shiawassee County
48883	Shepherd			MI	Isabella County
48884	Sheridan			MI	Montcalm County
48885	Sidney			MI	Montcalm County
48886	Six Lakes			MI	Montcalm County
48887	Smyrna	Belding		MI	Ionia County
48888	Stanton			MI	Montcalm County
48889	Sumner			MI	Gratiot County
48890	Sunfield			MI	Eaton County
48891	Vestaburg			MI	Montcalm County
48892	Webberville			MI	Ingham County
48893	Weidman	Lake Isabella		MI	Isabella County
48894	Westphalia			MI	Clinton County
48895	Williamston			MI	Ingham County
48896	Winn			MI	Isabella County
48897	Woodland			MI	Barry County
48901	Lansing			MI	Ingham County
48906	Lansing			MI	Ingham County
48908	Lansing			MI	Ingham County
48909	Lansing			MI	Ingham County
48910	Lansing			MI	Ingham County
48911	Lansing			MI	Ingham County
48912	Lansing			MI	Ingham County
48913	Lansing		State Of Michigan	MI	Ingham County
48915	Lansing			MI	Ingham County
48916	Lansing		Lucky Losers	MI	Ingham County
48917	Lansing			MI	Eaton County
48918	Lansing		Secretary Of State	MI	Ingham County
48919	Lansing		Lansing State Journal	MI	Ingham County
48921	Lansing		Oldsmobile	MI	Ingham County
48922	Lansing		Mi Department Of Revenue	MI	Ingham County
48924	Lansing			MI	Ingham County
48929	Lansing		Mi Department Of Revenue	MI	Ingham County
48930	Lansing		State Of Mich Dept Treasury	MI	Ingham County
48933	Lansing			MI	Ingham County
48937	Lansing		Consumers Energy	MI	Ingham County
48950	Lansing		Michigan Bankard	MI	Ingham County
48951	Lansing		Jackson National Life Ins Co	MI	Ingham County
48956	Lansing		Mi Department Of Revenue	MI	Ingham County
48980	Lansing		Vehicle License Plates	MI	Ingham County
49001	Kalamazoo			MI	Kalamazoo County
49002	Portage		Kalamazoo	MI	Kalamazoo County
49003	Kalamazoo			MI	Kalamazoo County
49004	Kalamazoo	Parchment		MI	Kalamazoo County
49005	Kalamazoo			MI	Kalamazoo County
49006	Kalamazoo		Westwood	MI	Kalamazoo County
49007	Kalamazoo			MI	Kalamazoo County
49008	Kalamazoo			MI	Kalamazoo County
49009	Kalamazoo		Westwood	MI	Kalamazoo County
49010	Allegan			MI	Allegan County
49011	Athens			MI	Calhoun County
49012	Augusta			MI	Kalamazoo County
49013	Bangor			MI	Van Buren County
49014	Battle Creek			MI	Calhoun County
49015	Battle Creek	Springfield		MI	Calhoun County
49016	Battle Creek			MI	Calhoun County
49017	Battle Creek			MI	Calhoun County
49018	Battle Creek			MI	Calhoun County
49019	Kalamazoo			MI	Kalamazoo County
49020	Bedford			MI	Calhoun County
49021	Bellevue			MI	Eaton County
49022	Benton Harbor			MI	Berrien County
49023	Benton Harbor			MI	Berrien County
49024	Portage		Kalamazoo	MI	Kalamazoo County
49026	Bloomingdale			MI	Van Buren County
49027	Breedsville			MI	Van Buren County
49028	Bronson			MI	Branch County
49029	Burlington			MI	Calhoun County
49030	Burr Oak			MI	St. Joseph County
49031	Cassopolis			MI	Cass County
49032	Centreville			MI	St. Joseph County
49033	Ceresco			MI	Calhoun County
49034	Climax			MI	Kalamazoo County
49035	Cloverdale			MI	Barry County
49036	Coldwater			MI	Branch County
49037	Battle Creek	Springfield		MI	Calhoun County
49038	Coloma			MI	Berrien County
49039	Hagar Shores	Coloma		MI	Berrien County
49040	Colon			MI	St. Joseph County
49041	Comstock			MI	Kalamazoo County
49042	Constantine			MI	St. Joseph County
49043	Covert			MI	Van Buren County
49045	Decatur			MI	Van Buren County
49046	Delton			MI	Barry County
49047	Dowagiac			MI	Cass County
49048	Kalamazoo			MI	Kalamazoo County
49050	Dowling			MI	Barry County
49051	East Leroy			MI	Calhoun County
49052	Fulton			MI	Kalamazoo County
49053	Galesburg			MI	Kalamazoo County
49055	Gobles			MI	Van Buren County
49056	Grand Junction	Grand Jct		MI	Van Buren County
49057	Hartford			MI	Van Buren County
49058	Hastings			MI	Barry County
49060	Hickory Corners	Hickory Crnrs		MI	Barry County
49061	Jones			MI	Cass County
49062	Kendall			MI	Van Buren County
49063	Lacota			MI	Van Buren County
49064	Lawrence			MI	Van Buren County
49065	Lawton			MI	Van Buren County
49066	Leonidas			MI	St. Joseph County
49067	Marcellus			MI	Cass County
49068	Marshall			MI	Calhoun County
49069	Marshall		State Farm Ins	MI	Calhoun County
49070	Martin			MI	Allegan County
49071	Mattawan			MI	Van Buren County
49072	Mendon			MI	St. Joseph County
49073	Nashville			MI	Barry County
49074	Nazareth			MI	Kalamazoo County
49075	Nottawa			MI	St. Joseph County
49076	Olivet			MI	Eaton County
49077	Oshtemo			MI	Kalamazoo County
49078	Otsego			MI	Allegan County
49079	Paw Paw			MI	Van Buren County
49080	Plainwell			MI	Allegan County
49081	Portage			MI	Kalamazoo County
49082	Quincy			MI	Branch County
49083	Richland			MI	Kalamazoo County
49084	Riverside			MI	Berrien County
49085	Saint Joseph	Shoreham	Saint Joe, St Joe, St Joseph	MI	Berrien County
49087	Schoolcraft			MI	Kalamazoo County
49088	Scotts			MI	Kalamazoo County
49089	Sherwood			MI	Branch County
49090	South Haven			MI	Van Buren County
49091	Sturgis			MI	St. Joseph County
49092	Tekonsha			MI	Calhoun County
49093	Three Rivers			MI	St. Joseph County
49094	Union City			MI	Branch County
49095	Vandalia			MI	Cass County
49096	Vermontville			MI	Eaton County
49097	Vicksburg			MI	Kalamazoo County
49098	Watervliet			MI	Berrien County
49099	White Pigeon	Mottville		MI	St. Joseph County
49101	Baroda			MI	Berrien County
49102	Berrien Center	Berrien Ctr		MI	Berrien County
49103	Berrien Springs	Berrien Sprgs	Berrien Spgs	MI	Berrien County
49104	Berrien Springs	Berrien Sprgs	Andrews University	MI	Berrien County
49106	Bridgman			MI	Berrien County
49107	Buchanan	Glendora		MI	Berrien County
49111	Eau Claire			MI	Berrien County
49112	Edwardsburg			MI	Cass County
49113	Galien			MI	Berrien County
49115	Harbert			MI	Berrien County
49116	Lakeside			MI	Berrien County
49117	New Buffalo	Grand Beach, Michiana		MI	Berrien County
49119	New Troy			MI	Berrien County
49120	Niles			MI	Berrien County
49121	Niles		Simplicity Pattern	MI	Berrien County
49125	Sawyer			MI	Berrien County
49126	Sodus			MI	Berrien County
49127	Stevensville			MI	Berrien County
49128	Three Oaks			MI	Berrien County
49129	Union Pier			MI	Berrien County
49130	Union	Edwardsburg		MI	Cass County
49201	Jackson			MI	Jackson County
49202	Jackson			MI	Jackson County
49203	Jackson			MI	Jackson County
49204	Jackson			MI	Jackson County
49220	Addison			MI	Lenawee County
49221	Adrian	Cadmus		MI	Lenawee County
49224	Albion			MI	Calhoun County
49227	Allen			MI	Hillsdale County
49228	Blissfield			MI	Lenawee County
49229	Britton	Ridgeway		MI	Lenawee County
49230	Brooklyn			MI	Jackson County
49232	Camden			MI	Hillsdale County
49233	Cement City			MI	Hillsdale County
49234	Clarklake			MI	Jackson County
49235	Clayton	Clayton Twp		MI	Lenawee County
49236	Clinton			MI	Lenawee County
49237	Concord			MI	Jackson County
49238	Deerfield			MI	Lenawee County
49239	Frontier			MI	Hillsdale County
49240	Grass Lake			MI	Jackson County
49241	Hanover			MI	Jackson County
49242	Hillsdale			MI	Hillsdale County
49245	Homer			MI	Calhoun County
49246	Horton			MI	Jackson County
49247	Hudson	Rollin		MI	Lenawee County
49248	Jasper			MI	Lenawee County
49249	Jerome			MI	Hillsdale County
49250	Jonesville			MI	Hillsdale County
49251	Leslie			MI	Ingham County
49252	Litchfield			MI	Hillsdale County
49253	Manitou Beach			MI	Lenawee County
49254	Michigan Center	Michigan Ctr		MI	Jackson County
49255	Montgomery			MI	Branch County
49256	Morenci	Seneca		MI	Lenawee County
49257	Moscow			MI	Hillsdale County
49258	Mosherville			MI	Hillsdale County
49259	Munith			MI	Jackson County
49261	Napoleon			MI	Jackson County
